temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,time
80.49,80.94,76.14,83.52,1018,47,1018,1014,03-Aug-2025 22:05:13
77.02,77,73.94,79.84,1018,55,1018,1014,03-Aug-2025 22:57:58
73.09,72.88,69.71,74.77,1019,59,1019,1015,04-Aug-2025 00:29:30
70.88,70.63,67.14,72.99,1019,63,1019,1016,04-Aug-2025 01:29:51
68.68,68.45,64.99,70.41,1020,68,1020,1016,04-Aug-2025 02:44:59
67.57,67.32,63.43,69.42,1019,70,1019,1016,04-Aug-2025 03:37:12
66.36,66.07,61.43,68.41,1019,72,1019,1016,04-Aug-2025 04:31:39
65.82,65.53,61.34,67.41,1019,73,1019,1016,04-Aug-2025 05:09:30
64.65,64.35,60.01,66.42,1019,75,1019,1016,04-Aug-2025 06:09:58
63.55,63.37,59,65.41,1019,80,1019,1015,04-Aug-2025 07:15:53
62.47,62.28,58.33,64.85,1018,82,1018,1015,04-Aug-2025 08:08:32
61.95,61.7,57.51,64.45,1019,82,1019,1015,04-Aug-2025 09:01:18
61.57,61.29,57.2,64.08,1019,82,1019,1015,04-Aug-2025 10:05:11
62.85,62.64,59.31,65.44,1019,81,1019,1015,04-Aug-2025 11:04:55
66.97,67.14,64,69.1,1020,80,1020,1016,04-Aug-2025 12:04:30
71.44,71.62,69.1,73.17,1020,71,1020,1016,04-Aug-2025 13:06:49
76.28,76.62,73.29,78.15,1020,64,1020,1016,04-Aug-2025 14:06:35
79.66,79.66,77.14,81.43,1020,60,1020,1016,04-Aug-2025 15:04:28
82.06,83.8,79.21,84.51,1020,56,1020,1015,04-Aug-2025 16:10:06
84.6,85.91,82.15,86.52,1019,50,1019,1015,04-Aug-2025 17:01:51
85.84,87.12,82.65,88.32,1019,48,1019,1015,04-Aug-2025 18:10:29
86.05,87.42,82.15,88.52,1019,48,1019,1015,04-Aug-2025 19:06:33
85.86,87.13,82.09,88.52,1019,48,1019,1014,04-Aug-2025 20:05:44
84.4,86.11,80.1,87.53,1019,52,1019,1014,04-Aug-2025 20:58:16
81.91,83.79,79,85.5,1019,57,1019,1015,04-Aug-2025 21:57:08
79.48,79.48,76.08,82.15,1020,61,1020,1015,04-Aug-2025 23:08:11
74.52,75,71.29,76.64,1021,71,1021,1017,05-Aug-2025 00:30:00
72.68,73.17,68.7,74.84,1021,75,1021,1017,05-Aug-2025 01:23:54
70.45,70.9,66.2,72.21,1022,79,1022,1018,05-Aug-2025 02:40:18
69.3,69.87,65.19,71.22,1022,84,1022,1018,05-Aug-2025 03:25:11
68.61,69.12,64.38,70.84,1022,84,1022,1018,05-Aug-2025 04:26:33
68.22,68.68,64.17,70.21,1022,84,1022,1018,05-Aug-2025 05:14:11
66.94,67.28,62.98,69.12,1023,84,1023,1019,05-Aug-2025 06:08:51
67.06,67.37,62.98,69.22,1023,83,1023,1019,05-Aug-2025 07:04:35
66.51,66.81,62.56,68.29,1023,84,1023,1019,05-Aug-2025 08:06:23
65.71,65.98,62.15,68.07,1024,85,1024,1020,05-Aug-2025 09:10:37
65.64,65.86,62.33,67.66,1025,84,1025,1021,05-Aug-2025 10:01:30
67.12,67.42,63.34,69.1,1025,83,1025,1021,05-Aug-2025 11:04:07
69.53,70.03,66.31,71.1,1026,82,1026,1022,05-Aug-2025 12:07:51
71.71,72.16,69.01,73.53,1026,76,1026,1022,05-Aug-2025 13:19:29
72.68,73.13,69.94,74.43,1027,74,1027,1022,05-Aug-2025 14:11:22
74.12,74.57,71.1,76.32,1027,71,1027,1023,05-Aug-2025 15:06:56
73.96,74.34,70.95,76.32,1027,70,1027,1023,05-Aug-2025 15:58:57
74.1,74.41,71.1,76.26,1028,68,1028,1023,05-Aug-2025 17:04:40
74.88,75.16,71.55,77.32,1027,66,1027,1023,05-Aug-2025 18:11:25
75.36,75.65,71.24,77.63,1027,65,1027,1023,05-Aug-2025 19:05:24
74.66,74.93,71.15,77.16,1027,66,1027,1023,05-Aug-2025 20:09:00
74.23,74.41,71.01,76.41,1027,65,1027,1023,05-Aug-2025 21:07:51
72.84,72.97,69.48,75.34,1027,67,1027,1023,05-Aug-2025 22:07:01
70.99,70.93,68,73.35,1027,67,1027,1023,05-Aug-2025 23:04:25
67.77,67.59,64.65,69.46,1028,71,1028,1024,06-Aug-2025 00:30:25
65.79,65.59,62.53,67.84,1028,75,1028,1024,06-Aug-2025 01:37:12
64.27,64.02,60.89,66.33,1028,77,1028,1024,06-Aug-2025 02:43:54
63.59,63.32,59.7,65.32,1029,78,1029,1024,06-Aug-2025 03:31:49
63.19,63.01,59.14,65.21,1029,81,1029,1024,06-Aug-2025 04:25:13
62.64,62.4,59.11,64.17,1029,81,1029,1025,06-Aug-2025 05:13:05
62.31,62.1,58.33,64.45,1029,82,1029,1025,06-Aug-2025 06:10:30
61.57,61.29,58.14,63.1,1029,82,1029,1024,06-Aug-2025 07:12:17
60.75,60.37,57.15,63.1,1028,82,1028,1025,06-Aug-2025 08:04:49
60.6,60.22,57.2,62.98,1029,82,1029,1025,06-Aug-2025 09:09:06
60.67,60.3,57.16,62.98,1029,82,1029,1025,06-Aug-2025 10:00:58
61.99,61.7,58.37,64.22,1030,81,1030,1025,06-Aug-2025 10:58:09
65.95,65.86,62.65,68.09,1030,77,1030,1026,06-Aug-2025 12:14:00
69.66,69.62,66.99,72.07,1030,70,1030,1026,06-Aug-2025 13:13:21
74.25,74.25,70.95,76.21,1030,61,1030,1026,06-Aug-2025 14:20:31
76.01,76.05,72.95,78.33,1030,58,1030,1026,06-Aug-2025 15:04:59
77.31,77.47,73.65,79.63,1030,58,1030,1026,06-Aug-2025 16:06:16
77.97,78.24,75.09,80.33,1030,59,1030,1026,06-Aug-2025 17:05:52
77.81,77.92,74.66,79.63,1030,56,1030,1025,06-Aug-2025 18:11:03
76.53,76.48,73.94,78.78,1030,55,1030,1025,06-Aug-2025 18:59:03
75.24,75.09,72.23,77.38,1030,56,1030,1025,06-Aug-2025 20:03:24
73.56,73.53,70.95,75.58,1029,62,1029,1025,06-Aug-2025 21:05:51
70.88,71.1,68.67,73.85,1029,73,1029,1025,06-Aug-2025 22:04:44
69.46,69.73,67.66,71.85,1029,77,1029,1025,06-Aug-2025 23:07:29
67.35,67.64,65.66,69.35,1029,82,1029,1025,07-Aug-2025 00:24:24
66.54,66.94,64.35,68.34,1030,86,1030,1026,07-Aug-2025 01:27:56
65.88,66.2,63.43,67.64,1030,86,1030,1025,07-Aug-2025 02:47:48
65.39,65.68,63.14,67.1,1030,86,1030,1025,07-Aug-2025 03:38:00
65.14,65.39,62.44,66.97,1030,86,1030,1025,07-Aug-2025 04:17:51
64.89,65.07,62.15,66.45,1030,85,1030,1025,07-Aug-2025 05:10:10
64.63,64.8,61.43,66.22,1029,85,1029,1025,07-Aug-2025 06:10:00
64.02,64.11,61.14,66.07,1029,85,1029,1025,07-Aug-2025 07:07:37
63.81,63.84,60.91,65.44,1028,84,1028,1024,07-Aug-2025 08:05:59
63.23,63.25,60.15,65.1,1028,85,1028,1024,07-Aug-2025 09:11:33
62.62,62.62,59.14,64.45,1028,86,1028,1024,07-Aug-2025 10:06:55
63.25,63.27,60.15,65.08,1029,85,1029,1024,07-Aug-2025 10:59:00
66.33,66.61,63.43,68.45,1029,84,1029,1025,07-Aug-2025 12:16:22
69.49,69.85,67.14,71.53,1029,79,1029,1024,07-Aug-2025 13:10:20
72.5,72.73,70.36,75.13,1029,70,1029,1024,07-Aug-2025 14:00:16
76.53,76.48,73.29,79.12,1028,55,1028,1024,07-Aug-2025 14:59:12
78.71,78.71,75.42,81.1,1028,42,1028,1023,07-Aug-2025 16:12:40
80.15,79.72,77,82.78,1027,36,1027,1023,07-Aug-2025 17:05:42
80.69,80.15,77.36,83.77,1027,37,1027,1022,07-Aug-2025 18:10:12
80.58,80.26,77.25,84.16,1026,39,1026,1022,07-Aug-2025 19:06:51
80.28,80.04,77.95,83.71,1026,39,1026,1022,07-Aug-2025 20:04:08
79.41,79.41,76.14,82.42,1025,41,1025,1022,07-Aug-2025 21:02:59
78.06,77.68,74.71,80.58,1025,45,1025,1022,07-Aug-2025 22:05:46
75.69,75.25,72.23,77.63,1025,49,1025,1022,07-Aug-2025 23:03:49
70.61,70.23,66.88,72.57,1026,61,1026,1022,08-Aug-2025 00:26:51
68.14,67.77,64.15,69.85,1026,66,1026,1022,08-Aug-2025 01:30:40
66.51,66.15,61.34,68.22,1026,70,1026,1022,08-Aug-2025 02:45:31
65.79,65.35,60.71,67.41,1026,70,1026,1022,08-Aug-2025 03:30:28
64.62,64.2,59.5,66.67,1026,73,1026,1022,08-Aug-2025 04:20:08
63.23,62.78,58.5,65.34,1026,75,1026,1022,08-Aug-2025 05:11:40
62.31,61.81,57.2,64.35,1025,76,1025,1022,08-Aug-2025 06:10:12
60.85,60.26,56.14,63.84,1025,77,1025,1021,08-Aug-2025 07:02:39
60.12,59.59,55.2,62.55,1025,80,1025,1021,08-Aug-2025 08:09:12
58.75,58.17,54.41,61.84,1024,82,1024,1021,08-Aug-2025 09:02:16
58.24,57.61,53.98,61.09,1025,82,1025,1021,08-Aug-2025 10:05:06
60.57,60.08,57.06,63.95,1025,80,1025,1021,08-Aug-2025 11:05:20
66.83,66.54,63.37,69.94,1025,71,1025,1021,08-Aug-2025 12:09:51
72.84,72.61,69.35,75.34,1025,59,1025,1021,08-Aug-2025 13:10:00
76.01,75.61,72.72,78.21,1025,49,1025,1021,08-Aug-2025 13:58:45
79.48,79.48,76.15,81.5,1025,43,1025,1021,08-Aug-2025 15:02:23
81.12,80.94,78.15,83.77,1025,42,1025,1020,08-Aug-2025 16:08:34
82.11,81.55,78.75,85.1,1025,40,1025,1020,08-Aug-2025 17:06:48
82.83,82.18,79.21,85.5,1024,40,1024,1020,08-Aug-2025 18:00:31
82.54,81.91,78.75,86.11,1023,40,1023,1019,08-Aug-2025 19:02:46
81.93,81.52,78.75,85.69,1023,41,1023,1019,08-Aug-2025 19:58:59
80.94,80.8,78.1,84.58,1023,42,1023,1019,08-Aug-2025 20:56:22
79.47,79.47,75.24,82.11,1023,49,1023,1019,08-Aug-2025 21:55:15
76.12,76.01,72.95,78.1,1023,55,1023,1019,08-Aug-2025 23:00:00
71.62,71.35,69.15,73.35,1023,61,1023,1019,09-Aug-2025 00:26:00
69.78,69.42,64.89,71.55,1024,63,1024,1020,09-Aug-2025 01:35:45
67.15,66.72,61.88,69.67,1024,67,1024,1020,09-Aug-2025 02:35:02
65.1,64.69,60.39,67.28,1024,72,1024,1020,09-Aug-2025 03:31:43
64.44,64,59.38,66.34,1024,73,1024,1020,09-Aug-2025 04:05:00
63.03,62.51,58.14,65.16,1024,74,1024,1020,09-Aug-2025 05:03:32
62.15,61.63,57.15,64.42,1024,76,1024,1020,09-Aug-2025 05:59:22
60.66,60.04,55.78,62.85,1023,77,1023,1020,09-Aug-2025 07:02:26
59.79,59.27,55.15,62.55,1024,81,1024,1020,09-Aug-2025 07:57:53
58.77,58.19,54.34,62.08,1024,82,1024,1020,09-Aug-2025 08:58:15
58.21,57.58,53.98,60.75,1024,82,1024,1020,09-Aug-2025 10:05:28
60.4,59.86,56.28,63.09,1024,79,1024,1020,09-Aug-2025 11:02:41
65.39,64.96,61.56,68.07,1024,71,1024,1020,09-Aug-2025 12:02:12
70.05,69.76,67.57,72.34,1024,64,1024,1020,09-Aug-2025 13:12:44
73.83,73.63,71.37,76.5,1024,58,1024,1019,09-Aug-2025 14:06:40
78.42,78.31,75.42,80.51,1024,50,1024,1019,09-Aug-2025 15:01:19
80.58,81.23,76.14,83.43,1023,49,1023,1019,09-Aug-2025 16:00:29
81.45,81.93,78.01,84.56,1023,48,1023,1018,09-Aug-2025 17:04:12
81.52,81.5,77.41,85.71,1022,44,1022,1018,09-Aug-2025 18:05:59
81.09,81.12,77.09,85.69,1022,44,1022,1018,09-Aug-2025 18:53:22
80.69,80.6,77.09,85.62,1021,42,1021,1017,09-Aug-2025 19:54:28
79.99,79.99,76.21,84.33,1021,46,1021,1017,09-Aug-2025 20:59:46
78.31,78.33,74.08,82.36,1021,53,1021,1018,09-Aug-2025 22:02:09
75.9,76.1,72.09,78.71,1022,62,1022,1018,09-Aug-2025 22:56:22
72.1,72.39,68.95,74.08,1022,72,1022,1018,10-Aug-2025 00:22:19
70.11,70.43,67.14,71.42,1023,77,1023,1019,10-Aug-2025 01:25:14
69.17,69.37,66.15,70.45,1023,76,1023,1019,10-Aug-2025 02:42:49
69.08,69.21,65.66,70.45,1023,75,1023,1019,10-Aug-2025 03:30:00
68.07,68.14,64.26,69.46,1023,76,1023,1019,10-Aug-2025 04:22:57
66.96,67.01,63.3,68.41,1023,78,1023,1019,10-Aug-2025 05:06:21
66.13,66.15,62.51,68,1023,79,1023,1019,10-Aug-2025 06:08:12
65.64,65.71,62.26,67.41,1023,81,1023,1019,10-Aug-2025 07:00:06
64.58,64.69,61.3,66.42,1022,84,1022,1018,10-Aug-2025 08:05:04
64.15,64.2,60.44,66,1022,84,1022,1018,10-Aug-2025 09:02:25
63.63,63.64,60.15,65.44,1022,84,1022,1019,10-Aug-2025 10:07:53
64.51,64.56,61.05,66.09,1023,83,1023,1019,10-Aug-2025 10:57:42
68.16,68.43,65.5,70.09,1023,80,1023,1019,10-Aug-2025 12:08:10
72.55,72.9,70.14,74.26,1023,72,1023,1019,10-Aug-2025 13:04:02
77.32,77.81,74.35,79.43,1023,65,1023,1019,10-Aug-2025 14:01:18
81.09,83.17,78.3,83.43,1023,60,1023,1019,10-Aug-2025 15:02:41
84.13,86.68,81.16,87.44,1023,56,1023,1018,10-Aug-2025 16:00:52
86.76,90.01,83.07,89.28,1022,53,1022,1018,10-Aug-2025 17:00:24
88.23,91.81,84.99,91.53,1021,51,1021,1017,10-Aug-2025 18:01:37
89.19,93.11,85.95,92.52,1021,50,1021,1016,10-Aug-2025 19:03:55
88.7,92.25,85.08,92.52,1021,50,1021,1016,10-Aug-2025 20:05:23
87.6,91.09,83.23,91.53,1021,52,1021,1016,10-Aug-2025 20:58:38
86.18,89.38,81.23,89.58,1021,54,1021,1017,10-Aug-2025 22:04:20
83.26,86.58,78.15,84.99,1021,61,1021,1017,10-Aug-2025 23:01:56
77.65,78.4,74.28,79.66,1021,70,1021,1018,11-Aug-2025 00:28:45
76.06,76.71,72.14,78.3,1022,71,1022,1018,11-Aug-2025 01:28:11
73.17,73.65,69.67,75.45,1022,74,1022,1018,11-Aug-2025 02:47:17
72.23,72.72,68.5,74.08,1022,76,1022,1018,11-Aug-2025 03:34:48
71.6,72.09,68,73.42,1021,77,1021,1018,11-Aug-2025 04:23:11
70.66,71.24,67.28,72.84,1021,81,1021,1018,11-Aug-2025 05:09:51
69.84,70.38,66.29,71.85,1021,82,1021,1017,11-Aug-2025 06:11:54
69.28,69.8,65.43,71.17,1021,83,1021,1017,11-Aug-2025 07:10:22
68.59,69.06,64.63,70.41,1021,83,1021,1017,11-Aug-2025 08:00:00
68.04,68.43,64.33,70,1021,83,1021,1017,11-Aug-2025 08:57:46
67.23,67.5,63.3,69.1,1021,82,1021,1017,11-Aug-2025 10:02:59
68.43,68.74,64.51,70.45,1021,80,1021,1017,11-Aug-2025 11:05:19
73.85,74.52,69.15,76.08,1022,76,1022,1018,11-Aug-2025 12:08:53
80.65,83.16,76.71,83.16,1022,64,1022,1017,11-Aug-2025 13:18:33
84.2,87.58,81.57,86.43,1022,59,1022,1018,11-Aug-2025 14:08:27
88.66,92.17,85.06,91.27,1022,50,1022,1017,11-Aug-2025 15:07:12
91.42,94.5,87.94,93.43,1021,44,1021,1016,11-Aug-2025 16:09:27
92.46,95.88,88.95,95.11,1020,43,1020,1016,11-Aug-2025 16:58:43
92.59,96.1,88.88,95.32,1020,43,1020,1015,11-Aug-2025 18:06:00
93.11,96.57,89.15,95.5,1019,42,1019,1014,11-Aug-2025 19:03:14
92.82,96.53,88.2,96.1,1019,43,1019,1014,11-Aug-2025 19:57:55
91.89,94.86,87.75,94.62,1019,43,1019,1014,11-Aug-2025 21:05:30
89.33,91.78,85.21,92.43,1018,46,1018,1014,11-Aug-2025 21:58:44
86.65,89.19,82.71,89.28,1018,51,1018,1014,11-Aug-2025 23:00:06
82.15,84.83,78.3,84.16,1018,61,1018,1014,12-Aug-2025 00:26:48
79.3,79.3,75.15,81.14,1019,65,1019,1015,12-Aug-2025 01:28:53
76.93,77.61,72.19,78.75,1019,70,1019,1015,12-Aug-2025 02:33:57
76.15,76.8,70.7,78.15,1019,71,1019,1015,12-Aug-2025 03:18:51
75.47,76.01,70.16,77.95,1019,70,1019,1015,12-Aug-2025 04:12:11
75.49,75.94,70.32,77.41,1018,68,1018,1015,12-Aug-2025 05:06:46
74.28,74.66,69.15,76.08,1018,69,1018,1014,12-Aug-2025 06:08:55
72.84,73.17,67.57,75.09,1018,71,1018,1014,12-Aug-2025 07:03:00
70.97,71.2,66,73.29,1018,73,1018,1014,12-Aug-2025 08:06:30
70.18,70.38,65.32,72.95,1018,74,1018,1014,12-Aug-2025 09:07:48
69.55,69.87,64.78,72.07,1018,78,1018,1014,12-Aug-2025 09:55:16
70.25,70.65,65.52,72.95,1018,78,1018,1014,12-Aug-2025 11:03:34
74.44,75.02,70.63,77.22,1018,73,1018,1014,12-Aug-2025 12:10:14
80.62,82.56,77.38,83.26,1018,60,1018,1014,12-Aug-2025 13:17:18
84.56,86.58,81.34,87.28,1018,53,1018,1013,12-Aug-2025 14:05:00
88.52,89.82,85.84,90.95,1017,44,1017,1013,12-Aug-2025 15:06:36
90.39,90.91,87.73,92.68,1017,39,1017,1012,12-Aug-2025 16:04:05
91.65,91.72,89.15,94.26,1016,36,1016,1012,12-Aug-2025 16:56:58
92.98,92.97,90.14,95.68,1015,34,1015,1011,12-Aug-2025 18:00:56
93.4,92.84,90.28,96.26,1015,32,1015,1010,12-Aug-2025 19:04:10
93.38,92.82,89.24,96.08,1014,32,1014,1009,12-Aug-2025 19:56:45
91.89,91.72,87.39,94.32,1014,35,1014,1009,12-Aug-2025 21:05:48
89.33,90.36,84.45,92.07,1014,42,1014,1009,12-Aug-2025 22:04:40
85.66,87.39,81.72,88.16,1014,50,1014,1009,12-Aug-2025 23:01:01
81.5,83.1,77.67,83.44,1014,56,1014,1010,13-Aug-2025 00:23:06
78.22,78.75,74.28,80.17,1014,64,1014,1010,13-Aug-2025 01:36:16
75.94,76.51,72.28,78.1,1014,70,1014,1010,13-Aug-2025 02:36:28
74.97,75.6,71.01,77.09,1014,73,1014,1010,13-Aug-2025 03:30:13
74.08,74.71,70.29,76.08,1014,75,1014,1010,13-Aug-2025 04:02:39
72.72,73.35,69.01,74.84,1014,78,1014,1010,13-Aug-2025 05:05:11
71.71,72.48,68,73.35,1013,83,1013,1010,13-Aug-2025 06:10:23
70.65,71.37,66.99,72.84,1013,84,1013,1009,13-Aug-2025 07:01:30
70.03,70.74,66.99,72.09,1013,85,1013,1009,13-Aug-2025 08:04:59
69.78,70.45,66.99,71.42,1013,85,1013,1009,13-Aug-2025 09:04:35
69.46,70.14,66.43,71.29,1013,86,1013,1009,13-Aug-2025 09:58:13
69.75,70.41,67.19,71.42,1013,85,1013,1009,13-Aug-2025 10:55:38
72.81,73.78,70.29,75.2,1013,85,1013,1009,13-Aug-2025 12:09:06
76.59,77.76,73.94,79.16,1013,81,1013,1008,13-Aug-2025 13:16:05
80.82,84.96,77.31,84.07,1012,74,1012,1008,13-Aug-2025 14:09:06
81.46,86.04,78.75,86.2,1012,73,1012,1008,13-Aug-2025 15:03:57
85.69,92.71,80.29,88.2,1011,66,1011,1007,13-Aug-2025 15:57:10
87.44,96.22,84.15,90.25,1011,65,1011,1006,13-Aug-2025 17:07:25
89.26,97.93,85.95,91.51,1010,60,1010,1005,13-Aug-2025 18:09:58
90.34,99.34,86.25,92.77,1009,58,1009,1004,13-Aug-2025 19:05:32
89.82,99.25,86.23,92.25,1009,60,1009,1004,13-Aug-2025 20:06:02
88.48,97.2,85.46,90.63,1008,62,1008,1004,13-Aug-2025 20:52:33
86.99,96.1,83.37,89.17,1009,67,1009,1004,13-Aug-2025 22:03:57
83.61,90.57,80.85,85.32,1009,73,1009,1005,13-Aug-2025 23:05:05
76.1,77.27,72.14,78.89,1010,82,1010,1006,14-Aug-2025 00:19:19
75.54,76.6,72.16,77.09,1010,81,1010,1008,14-Aug-2025 01:29:22
75.22,76.24,72.28,77.11,1010,81,1010,1006,14-Aug-2025 02:34:13
74.48,75.49,72.25,76.77,1011,82,1011,1007,14-Aug-2025 03:32:25
74.71,75.69,72.16,76.44,1010,81,1010,1007,14-Aug-2025 04:03:52
75.06,76.35,72.37,76.14,1010,87,1010,1006,14-Aug-2025 05:00:00
75.63,76.89,72.37,77,1010,85,1010,1006,14-Aug-2025 06:11:16
74.98,76.14,72.14,76.15,1010,84,1010,1006,14-Aug-2025 07:07:27
74.17,75.29,71.71,75.15,1010,85,1010,1006,14-Aug-2025 08:06:09
73.83,74.91,71.26,75.16,1010,85,1010,1006,14-Aug-2025 09:06:23
73.38,74.46,71.15,74.16,1010,86,1010,1006,14-Aug-2025 09:56:51
74.25,75.36,71.71,75.42,1011,85,1011,1007,14-Aug-2025 11:01:54
75.87,77.05,73.56,77.45,1011,83,1011,1007,14-Aug-2025 12:10:00
78.8,78.8,76.28,80.55,1012,79,1012,1007,14-Aug-2025 13:16:36
81.18,85.48,78.3,83.14,1012,73,1012,1007,14-Aug-2025 13:59:58
83.14,88.39,80.58,85.5,1012,69,1012,1008,14-Aug-2025 14:57:22
84.7,90.3,81.95,87.39,1012,65,1012,1007,14-Aug-2025 15:59:40
86.67,93.6,84.09,89.17,1012,63,1012,1007,14-Aug-2025 17:03:49
88.05,95.72,84.94,90.52,1011,61,1011,1007,14-Aug-2025 18:00:25
88.72,95.76,84.99,92.07,1011,58,1011,1007,14-Aug-2025 18:55:53
89.11,96.12,85.08,92.32,1011,57,1011,1007,14-Aug-2025 20:13:34
87.96,95.07,84.24,91.35,1011,60,1011,1007,14-Aug-2025 21:06:49
86.9,94.1,82.89,90.27,1012,63,1012,1008,14-Aug-2025 22:04:05
79.45,79.45,76.98,84.15,1012,76,1012,1008,14-Aug-2025 22:59:43
74.61,75.81,72.14,77.11,1014,86,1014,1009,15-Aug-2025 00:29:06
73.13,74.23,69.69,75.22,1015,87,1015,1011,15-Aug-2025 01:34:19
72.1,73.2,68.88,74.1,1016,89,1016,1012,15-Aug-2025 02:31:48
71.65,72.7,68.31,73.51,1016,89,1016,1012,15-Aug-2025 03:30:29
71.1,72,68,73.15,1016,87,1016,1012,15-Aug-2025 04:05:38
70.77,71.64,67.5,73.15,1016,87,1016,1013,15-Aug-2025 05:06:07
70.75,71.56,67.14,72.99,1017,86,1017,1013,15-Aug-2025 06:00:17
69.75,70.32,66.51,72.1,1017,83,1017,1013,15-Aug-2025 07:05:11
68.83,69.26,65.95,71.56,1017,82,1017,1014,15-Aug-2025 07:57:21
68.36,68.7,64.31,70.77,1018,81,1018,1014,15-Aug-2025 08:58:40
67.42,67.62,63.34,69.98,1019,80,1019,1015,15-Aug-2025 10:03:58
67.8,67.95,64,70.21,1020,78,1020,1016,15-Aug-2025 11:00:00
71.49,71.73,68,73.33,1020,72,1020,1016,15-Aug-2025 12:08:55
73.51,73.85,70.88,75.58,1021,70,1021,1017,15-Aug-2025 13:11:13
74.23,74.5,71.85,76.71,1021,67,1021,1017,15-Aug-2025 13:59:18
75.96,76.3,72.95,79.07,1022,65,1022,1017,15-Aug-2025 15:05:59
77.41,77.77,73.65,80.17,1021,62,1021,1017,15-Aug-2025 15:59:03
78.35,78.71,74.23,81.27,1021,60,1021,1017,15-Aug-2025 17:03:12
78.6,78.84,74.66,81.34,1022,57,1022,1017,15-Aug-2025 18:01:21
78.84,78.84,74.28,81.77,1022,55,1022,1018,15-Aug-2025 19:05:13
78.19,78.3,74.08,81.28,1021,55,1021,1017,15-Aug-2025 19:57:43
77.31,77.32,73.35,80.42,1022,55,1022,1017,15-Aug-2025 20:57:49
75.49,75.33,71.67,78.22,1021,55,1021,1017,15-Aug-2025 22:03:51
72.7,72.45,70,75.22,1022,59,1022,1017,15-Aug-2025 22:57:49
68.41,68.14,65.66,70.99,1022,68,1022,1018,16-Aug-2025 00:28:48
66.27,66.07,62.89,68.85,1022,74,1022,1018,16-Aug-2025 01:28:53
64.72,64.56,60.71,66.85,1022,78,1022,1018,16-Aug-2025 02:36:12
64.09,63.88,60.15,66.15,1022,78,1022,1018,16-Aug-2025 03:28:09
63.12,62.85,58.69,65.44,1022,79,1022,1018,16-Aug-2025 04:09:46
62.2,62.02,58.19,64.67,1022,83,1022,1018,16-Aug-2025 04:59:21
61.38,61.16,57.2,64.11,1022,84,1022,1018,16-Aug-2025 06:01:22
60.73,60.4,56.19,63.45,1022,83,1022,1018,16-Aug-2025 07:06:45
60.04,59.65,56.25,62.67,1022,83,1022,1018,16-Aug-2025 08:08:09
59.81,59.4,55.44,62.67,1022,83,1022,1017,16-Aug-2025 08:56:17
59.29,58.82,55.26,62.22,1022,83,1022,1018,16-Aug-2025 10:05:06
60.93,60.53,58.26,63.66,1022,81,1022,1018,16-Aug-2025 11:01:26
67.91,67.84,64.42,71.46,1022,73,1022,1018,16-Aug-2025 12:09:19
76.48,76.69,73.09,80.01,1021,61,1021,1017,16-Aug-2025 14:01:47
79.11,79.11,75.15,82.51,1021,56,1021,1016,16-Aug-2025 14:59:01
82.22,83.17,77.41,85.62,1020,51,1020,1016,16-Aug-2025 16:05:37
83.66,84.7,79.14,86.72,1019,50,1019,1015,16-Aug-2025 17:03:00
83.71,84.38,80.01,87.71,1019,48,1019,1014,16-Aug-2025 18:03:37
83.77,84.06,80.1,88.43,1018,46,1018,1013,16-Aug-2025 18:55:00
83.14,83.88,79.21,86.88,1017,49,1017,1013,16-Aug-2025 20:05:12
81.19,82.6,77.14,83.5,1017,55,1017,1013,16-Aug-2025 21:03:01
80.01,81.72,76.14,82.36,1017,59,1017,1013,16-Aug-2025 22:02:37
78.98,78.98,75.15,81.21,1017,61,1017,1013,16-Aug-2025 22:57:16
75.67,75.9,71.85,77.32,1016,63,1016,1012,17-Aug-2025 00:25:51
73.69,73.96,71.01,75.34,1017,68,1017,1013,17-Aug-2025 01:28:13
71.85,72.21,69.15,73.35,1016,74,1016,1012,17-Aug-2025 02:40:44
71.15,71.58,68.5,72.84,1016,77,1016,1012,17-Aug-2025 03:25:00
70.7,71.33,68,72.34,1016,82,1016,1012,17-Aug-2025 04:08:25
70.02,70.66,67.5,71.46,1015,84,1015,1012,17-Aug-2025 05:06:19
69.4,70.03,66.99,71.01,1014,85,1014,1011,17-Aug-2025 06:09:55
68.81,69.44,66.43,70.41,1014,86,1014,1011,17-Aug-2025 07:04:43
68.56,69.15,66,70,1014,86,1014,1010,17-Aug-2025 08:05:51
68.18,68.74,66,69.42,1014,86,1014,1010,17-Aug-2025 09:03:00
68.16,68.72,65.7,69.42,1014,86,1014,1010,17-Aug-2025 10:02:42
68.86,69.44,66.67,70.16,1013,85,1013,1010,17-Aug-2025 11:02:17
71.74,72.52,69.44,73.45,1013,83,1013,1009,17-Aug-2025 12:05:00
74.64,75.67,72.46,77,1012,82,1012,1009,17-Aug-2025 13:10:00
77.63,78.62,75,80.28,1012,75,1012,1008,17-Aug-2025 14:00:55
81.37,85.48,79,84.27,1011,71,1011,1007,17-Aug-2025 15:06:46
84.87,90.97,82.22,87.44,1011,66,1011,1007,17-Aug-2025 16:05:14
87.96,95.07,85.06,90.43,1010,60,1010,1006,17-Aug-2025 17:03:00
89.31,97.03,86.29,91.42,1010,58,1010,1005,17-Aug-2025 18:06:47
89.91,96.3,87.17,92.32,1009,54,1009,1004,17-Aug-2025 19:05:00
