temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,time
90.61,96.24,87.15,92.44,1008,51,1008,1003,17-Aug-2025 20:01:22
89.83,95.2,85.66,91.65,1008,52,1008,1004,17-Aug-2025 20:56:51
87.98,93.78,83.95,90.41,1008,57,1008,1004,17-Aug-2025 21:57:02
84.78,90.45,80.42,87.17,1009,65,1009,1004,17-Aug-2025 23:03:43
81.97,86.81,77.14,84.16,1010,72,1010,1006,18-Aug-2025 00:27:13
73.74,74.25,70.95,77.41,1011,73,1011,1007,18-Aug-2025 01:29:24
70.47,70.88,67.28,72.57,1013,78,1013,1009,18-Aug-2025 02:36:01
69.62,70,66.88,71.56,1014,79,1014,1010,18-Aug-2025 03:32:04
69.21,69.55,66.51,70.84,1014,79,1014,1010,18-Aug-2025 04:16:44
68.61,68.85,66,70,1015,78,1015,1011,18-Aug-2025 05:00:05
64.81,64.94,63.01,66.85,1016,84,1016,1011,18-Aug-2025 06:09:17
64.65,64.58,62.31,66.22,1016,80,1016,1012,18-Aug-2025 07:00:20
64.17,63.9,62.15,65.57,1017,77,1017,1013,18-Aug-2025 08:05:12
63.63,63.16,61.34,64.99,1018,74,1018,1013,18-Aug-2025 09:05:44
62.85,62.28,60.58,64.22,1019,73,1019,1014,18-Aug-2025 10:05:53
62.19,61.34,60.35,63.55,1019,69,1019,1015,18-Aug-2025 11:03:18
62.04,61.14,60.39,63.37,1020,68,1020,1016,18-Aug-2025 12:11:19
64.47,63.63,62.1,66.52,1021,64,1021,1016,18-Aug-2025 13:18:54
65.82,65.01,63.09,68.2,1021,62,1021,1017,18-Aug-2025 14:04:29
67.89,67.01,64.65,70.52,1022,56,1022,1017,18-Aug-2025 15:08:23
69.1,68.11,65.66,72.1,1021,51,1021,1017,18-Aug-2025 16:00:02
68.92,67.95,66,72.57,1021,52,1021,1017,18-Aug-2025 16:55:36
69.26,68.32,66.36,72.72,1021,52,1021,1018,18-Aug-2025 18:09:13
73.13,72.59,73.13,73.13,1021,52,1021,1017,18-Aug-2025 19:07:38
69.28,68.4,67.06,72.28,1021,53,1021,1017,18-Aug-2025 19:57:29
68.16,67.26,66.07,71.35,1022,55,1022,1017,18-Aug-2025 21:06:24
67.17,66.27,65.08,69.66,1022,57,1022,1018,18-Aug-2025 22:04:33
65.34,64.44,63,67.64,1022,61,1022,1018,18-Aug-2025 23:04:26
62.51,61.52,59.14,64.33,1022,65,1022,1018,19-Aug-2025 00:21:50
61.05,60.06,56.88,63.07,1023,68,1023,1019,19-Aug-2025 01:32:29
60.1,59.05,55.78,62.1,1023,69,1023,1019,19-Aug-2025 02:31:11
59.38,58.3,54.88,61.41,1023,70,1023,1019,19-Aug-2025 03:11:31
58.53,57.47,53.89,60.75,1024,72,1024,1020,19-Aug-2025 03:59:27
56.73,55.67,52.34,59.11,1024,76,1024,1020,19-Aug-2025 05:02:26
58.57,57.56,58.57,58.57,1024,73,1024,1020,19-Aug-2025 06:07:44
54.61,53.62,50.32,57.11,1024,82,1024,1020,19-Aug-2025 07:05:31
54.23,53.2,49.69,56.95,1024,82,1024,1020,19-Aug-2025 08:08:28
54.61,53.62,50.2,57.09,1024,82,1024,1020,19-Aug-2025 09:05:03
54.7,53.73,50.25,56.98,1024,82,1024,1020,19-Aug-2025 10:01:43
55.81,54.9,51.33,58.44,1025,81,1025,1020,19-Aug-2025 10:57:25
59.47,58.87,56.35,62.28,1025,80,1025,1021,19-Aug-2025 11:58:55
65.62,64.94,62.1,68.14,1025,65,1025,1020,19-Aug-2025 13:11:30
68.02,67.24,65.28,69.53,1025,58,1025,1020,19-Aug-2025 14:05:05
68.56,67.75,66.58,70.52,1025,56,1025,1020,19-Aug-2025 15:05:59
69.28,68.54,66.99,71.2,1024,56,1024,1019,19-Aug-2025 16:05:33
70.09,69.42,67.46,72.14,1024,56,1024,1019,19-Aug-2025 16:56:26
72.52,71.82,69.39,75.33,1023,50,1023,1019,19-Aug-2025 17:56:03
73.44,72.64,71.15,76.5,1023,46,1023,1018,19-Aug-2025 19:06:19
73.62,72.79,70.23,76.21,1022,45,1022,1018,19-Aug-2025 20:00:00
72.5,71.74,69.46,75.29,1022,49,1022,1017,19-Aug-2025 20:56:30
69.66,68.81,67.08,72.34,1022,53,1022,1017,19-Aug-2025 22:06:30
67.28,66.52,65.07,69.37,1022,60,1022,1018,19-Aug-2025 23:00:13
64.94,64.24,62.15,66.65,1022,66,1022,1018,20-Aug-2025 00:20:55
63.16,62.51,59.72,64.45,1022,71,1022,1018,20-Aug-2025 01:32:20
62.78,62.15,58.42,64.45,1022,72,1022,1018,20-Aug-2025 02:32:13
62.69,62.04,58.69,64.42,1022,72,1022,1018,20-Aug-2025 03:14:13
62.06,61.48,57.7,63.77,1022,75,1022,1018,20-Aug-2025 04:07:39
61.66,60.96,58.24,63.45,1022,73,1022,1018,20-Aug-2025 05:02:44
61.09,60.48,57.15,62.78,1022,76,1022,1018,20-Aug-2025 06:02:29
61.27,60.62,57.33,63.09,1021,75,1021,1017,20-Aug-2025 07:05:15
60.93,60.24,57.43,62.55,1021,75,1021,1017,20-Aug-2025 08:08:19
60.55,59.92,56.57,62.17,1021,77,1021,1017,20-Aug-2025 09:03:11
59.95,59.5,56.43,61.99,1021,82,1021,1016,20-Aug-2025 09:58:17
60.58,60.19,57.31,62.46,1021,82,1021,1017,20-Aug-2025 11:07:21
62.33,61.88,59.14,64.09,1022,77,1022,1017,20-Aug-2025 11:59:14
62.69,62.56,60.26,64.45,1022,83,1022,1018,20-Aug-2025 13:26:51
62.71,62.53,60.57,64.38,1022,82,1022,1018,20-Aug-2025 14:06:05
63.64,63.46,61.29,64.94,1022,80,1022,1018,20-Aug-2025 15:06:18
63.7,63.39,61.68,64.51,1021,77,1021,1017,20-Aug-2025 16:15:31
63.25,62.89,62.67,64.65,1021,77,1021,1017,20-Aug-2025 17:06:57
63.68,62.94,61.38,65.3,1021,68,1021,1017,20-Aug-2025 18:06:30
62.78,62.19,60.3,64.51,1021,73,1021,1017,20-Aug-2025 19:05:46
60.66,60.08,58.66,62.37,1021,78,1021,1016,20-Aug-2025 20:00:47
59.92,59.41,57.63,61.23,1021,81,1021,1017,20-Aug-2025 21:03:38
58.37,57.81,55.89,60.46,1021,83,1021,1017,20-Aug-2025 22:01:01
56.98,56.19,54.14,59.25,1021,81,1021,1017,20-Aug-2025 22:58:24
56.39,55.58,53.29,58.33,1021,82,1021,1017,21-Aug-2025 00:16:56
55.33,54.55,52.5,57.45,1021,85,1021,1017,21-Aug-2025 01:30:55
55.36,54.59,52.66,57.25,1021,85,1021,1017,21-Aug-2025 02:30:38
55.4,54.68,53.29,57.38,1021,86,1021,1017,21-Aug-2025 03:20:00
55.51,54.84,53.42,57.58,1021,87,1021,1016,21-Aug-2025 03:56:29
55.8,55.17,53.44,58.3,1020,87,1020,1016,21-Aug-2025 05:08:17
56.17,55.53,53.71,58.3,1020,86,1020,1016,21-Aug-2025 06:10:11
56.26,55.63,54.37,58.3,1019,86,1019,1015,21-Aug-2025 07:05:43
56.14,55.54,54.34,58.23,1019,87,1019,1015,21-Aug-2025 07:57:49
56.5,55.94,54.34,58.23,1019,87,1019,1014,21-Aug-2025 09:06:19
56.44,55.89,54.01,58.23,1018,87,1018,1014,21-Aug-2025 10:05:54
57.15,56.61,54.43,59.09,1019,86,1019,1015,21-Aug-2025 10:59:20
60.21,59.92,56.5,62.38,1019,85,1019,1015,21-Aug-2025 12:08:18
62.98,62.74,60.1,64.94,1019,80,1019,1014,21-Aug-2025 13:06:30
64.51,64.47,62.15,67.14,1018,81,1018,1014,21-Aug-2025 14:05:32
66.52,66.45,64.29,68.16,1018,76,1018,1014,21-Aug-2025 15:13:23
66.81,66.63,64.29,68.58,1018,73,1018,1013,21-Aug-2025 16:07:36
67.86,67.59,64.94,69.58,1017,69,1017,1012,21-Aug-2025 17:05:12
67.75,67.51,65.28,69.94,1017,70,1017,1012,21-Aug-2025 18:02:39
67.84,67.57,65.46,70.09,1016,69,1016,1012,21-Aug-2025 19:02:22
67.84,67.51,64.94,70.29,1016,68,1016,1011,21-Aug-2025 20:04:11
67.03,66.72,64.42,69.22,1015,70,1015,1011,21-Aug-2025 20:58:39
65.88,65.46,63.46,68.16,1015,70,1015,1011,21-Aug-2025 22:05:05
65.17,64.72,62.69,66.78,1014,71,1014,1010,21-Aug-2025 22:58:43
62.29,61.75,60.21,63.45,1015,75,1015,1010,22-Aug-2025 00:28:12
61.29,60.78,58.19,63,1014,78,1014,1010,22-Aug-2025 01:27:18
60.08,59.54,57.02,62.22,1014,80,1014,1010,22-Aug-2025 02:36:52
59.65,59.22,56.62,62.1,1013,83,1013,1010,22-Aug-2025 03:24:47
59.22,58.84,56.25,61.47,1014,85,1014,1010,22-Aug-2025 03:59:48
57.88,57.42,55.38,60.1,1012,86,1012,1009,22-Aug-2025 05:05:30
57.76,57.27,55.44,60.1,1012,86,1012,1009,22-Aug-2025 06:06:50
57.09,56.59,54.37,59.09,1012,87,1012,1009,22-Aug-2025 07:05:44
56.89,56.08,54.01,59.09,1012,81,1012,1009,22-Aug-2025 08:06:12
56.43,55.44,53.02,58.3,1012,78,1012,1009,22-Aug-2025 09:08:12
55.69,54.54,52.02,57.94,1013,76,1013,1009,22-Aug-2025 09:55:09
55.29,54,51.21,57.45,1013,74,1013,1009,22-Aug-2025 10:55:00
62.11,61.09,58.33,64.35,1013,65,1013,1009,22-Aug-2025 12:09:25
68.61,67.77,66.29,70.45,1014,55,1014,1009,22-Aug-2025 13:10:09
73.02,72.23,69.69,75.22,1014,47,1014,1013,22-Aug-2025 14:03:53
75.52,74.84,72.5,78.1,1014,44,1014,1010,22-Aug-2025 14:57:39
78.87,78.87,75.36,81.32,1014,41,1014,1010,22-Aug-2025 16:07:00
80.74,80.46,77.29,83.1,1014,40,1014,1010,22-Aug-2025 17:06:56
81.95,81.3,79.29,84.52,1014,39,1014,1010,22-Aug-2025 18:00:26
81.52,81.16,77.95,84.22,1014,41,1014,1009,22-Aug-2025 19:02:11
79.57,79.57,76.95,83.25,1014,43,1014,1010,22-Aug-2025 20:08:25
77.74,77.38,74.44,80.78,1014,46,1014,1010,22-Aug-2025 21:07:01
75.87,75.45,72.95,78.35,1014,49,1014,1010,22-Aug-2025 22:03:30
73.02,72.55,70.14,75.15,1014,54,1014,1010,22-Aug-2025 22:58:03
69.42,69.03,64.99,71.55,1015,63,1015,1011,23-Aug-2025 00:16:56
67.46,67.06,63.19,69.42,1016,67,1016,1012,23-Aug-2025 01:35:06
67.78,67.41,63.14,69.42,1017,67,1017,1013,23-Aug-2025 02:32:51
66.76,66.33,63.14,68.45,1017,68,1017,1013,23-Aug-2025 03:19:17
66.16,65.73,62.01,68,1017,69,1017,1013,23-Aug-2025 04:02:37
65.07,64.56,60.89,67.06,1017,70,1017,1013,23-Aug-2025 05:02:37
64.4,63.88,60.21,66.15,1017,71,1017,1013,23-Aug-2025 06:00:18
63.36,62.87,59.43,65.41,1017,74,1017,1012,23-Aug-2025 07:06:56
62.49,62.11,59.11,64.45,1016,78,1016,1012,23-Aug-2025 08:05:05
61.9,61.65,57.58,64.09,1017,82,1017,1013,23-Aug-2025 09:03:22
61.32,61.14,57.43,63.09,1017,85,1017,1013,23-Aug-2025 10:00:04
61.74,61.5,58.3,63.09,1018,83,1018,1013,23-Aug-2025 10:57:33
65.91,65.91,63.14,68.27,1018,79,1018,1014,23-Aug-2025 12:05:34
71.64,71.74,68.31,74.34,1018,69,1018,1014,23-Aug-2025 13:12:06
76.8,77.05,72.88,79.38,1018,61,1018,1013,23-Aug-2025 14:05:49
80.42,81.61,77.07,82.72,1017,54,1017,1013,23-Aug-2025 14:56:49
82.98,83.52,79.41,85.42,1017,48,1017,1012,23-Aug-2025 15:53:58
85.01,84.9,81.41,87.1,1017,43,1017,1012,23-Aug-2025 17:02:32
84.88,84.58,82.08,87.51,1016,42,1016,1011,23-Aug-2025 17:55:00
85.57,84.96,81.95,88.25,1016,40,1016,1011,23-Aug-2025 18:57:19
84.88,84.76,82.08,87.12,1015,43,1015,1011,23-Aug-2025 20:00:53
83.7,83.46,80.51,85.32,1015,43,1015,1011,23-Aug-2025 21:00:19
82.31,82.22,78.67,84.11,1016,44,1016,1012,23-Aug-2025 21:57:01
78.94,78.94,75.67,80.85,1016,51,1016,1012,23-Aug-2025 22:58:47
74.21,74.1,71.01,76.41,1016,59,1016,1013,24-Aug-2025 00:25:28
70.74,70.47,68.11,72.84,1017,63,1017,1013,24-Aug-2025 01:33:43
69.33,69.03,66.99,71.01,1017,65,1017,1013,24-Aug-2025 02:28:31
67.87,67.69,65.28,69.42,1017,71,1017,1013,24-Aug-2025 03:29:44
67.14,67.12,64.44,69.01,1017,76,1017,1013,24-Aug-2025 04:07:26
66.16,66.24,63.3,68,1017,80,1017,1014,24-Aug-2025 05:05:00
65.23,65.39,62.31,67.08,1017,84,1017,1013,24-Aug-2025 06:00:20
64.51,64.6,61.32,66.22,1017,84,1017,1013,24-Aug-2025 07:00:33
63.57,63.57,60.57,65.37,1016,84,1016,1013,24-Aug-2025 08:06:32
63.05,63.05,59.43,65.16,1016,85,1016,1012,24-Aug-2025 09:00:00
62.01,61.95,58.33,64.08,1016,86,1016,1013,24-Aug-2025 09:59:15
62.47,62.42,58.55,64.42,1017,85,1017,1013,24-Aug-2025 11:01:20
66.52,66.72,63.28,68.72,1017,82,1017,1012,24-Aug-2025 12:01:49
71.06,71.35,67.84,73.11,1016,74,1016,1012,24-Aug-2025 13:02:23
73.08,73.38,70.72,75.51,1016,70,1016,1012,24-Aug-2025 13:58:40
75.83,76.08,73.67,78.21,1016,63,1016,1011,24-Aug-2025 15:00:02
77.79,78.1,75.45,80.26,1015,60,1015,1010,24-Aug-2025 15:55:05
80.17,81.79,77.88,82.35,1015,58,1015,1010,24-Aug-2025 17:02:21
80.67,82.26,78.42,82.72,1014,57,1014,1009,24-Aug-2025 18:07:28
80.87,82.49,78.37,83.08,1013,57,1013,1009,24-Aug-2025 18:58:52
80.89,82.36,78.48,82.63,1013,56,1013,1009,24-Aug-2025 20:06:56
79.86,79.86,77.14,81.45,1013,57,1013,1008,24-Aug-2025 20:58:07
77.52,77.88,75.09,79.32,1013,62,1013,1009,24-Aug-2025 21:59:11
75.43,75.87,73.29,77.25,1013,68,1013,1008,24-Aug-2025 22:58:30
72.66,73.11,70,74.19,1013,74,1013,1009,25-Aug-2025 00:19:53
70.81,71.29,68,72.34,1013,79,1013,1010,25-Aug-2025 01:26:44
69.62,70.23,67.3,71.2,1013,84,1013,1009,25-Aug-2025 02:30:54
68.95,69.55,66.31,70.41,1012,85,1012,1009,25-Aug-2025 03:18:14
68.58,69.17,65.5,70.09,1013,86,1013,1009,25-Aug-2025 04:01:49
68.94,69.53,65.62,70.16,1012,85,1012,1008,25-Aug-2025 05:05:05
68.67,69.31,65.34,69.78,1012,87,1012,1008,25-Aug-2025 06:00:31
67.71,68.23,64.53,69.1,1011,86,1011,1007,25-Aug-2025 06:57:57
65.59,65.93,62.71,67.41,1010,87,1010,1006,25-Aug-2025 08:11:18
65.05,65.34,62.38,67.21,1010,87,1010,1006,25-Aug-2025 09:06:57
65.26,65.59,62.2,67.21,1010,87,1010,1006,25-Aug-2025 09:55:05
66.09,66.58,63.37,67.57,1009,89,1009,1006,25-Aug-2025 11:04:02
67.32,67.78,65.32,69.01,1009,86,1009,1005,25-Aug-2025 12:10:52
70.2,71.01,67.66,72.16,1009,87,1009,1005,25-Aug-2025 13:12:07
74.05,74.73,71.67,75.38,1009,76,1009,1005,25-Aug-2025 14:02:13
76.26,76.93,73.51,78.51,1009,71,1009,1005,25-Aug-2025 14:59:16
78.73,78.73,74.95,81.77,1008,66,1008,1004,25-Aug-2025 15:57:49
80.73,82.98,77.14,83.32,1008,62,1008,1003,25-Aug-2025 16:51:43
81.32,83.64,77.95,84.11,1007,61,1007,1003,25-Aug-2025 18:08:34
81.52,83.91,78.39,83.55,1007,61,1007,1003,25-Aug-2025 18:55:04
81.63,84.25,77.41,84.52,1007,62,1007,1002,25-Aug-2025 19:55:23
80.53,82.98,75.15,83.32,1007,64,1007,1003,25-Aug-2025 21:02:02
76.26,77.07,71.02,80.71,1007,74,1007,1003,25-Aug-2025 22:06:41
75.27,75.94,70.38,78.75,1007,73,1007,1003,25-Aug-2025 23:04:51
71.47,72.23,68.25,74.46,1008,83,1008,1004,26-Aug-2025 00:22:52
69.98,70.57,67.19,72.55,1009,83,1009,1006,26-Aug-2025 01:36:01
69.62,70.41,66.25,72.09,1009,88,1009,1006,26-Aug-2025 02:25:16
69.28,69.94,66.15,71.15,1009,86,1009,1006,26-Aug-2025 03:21:34
68.29,68.76,65.34,70.45,1010,84,1010,1006,26-Aug-2025 04:06:21
67.33,67.53,64.35,69.28,1010,80,1010,1007,26-Aug-2025 05:05:27
66.54,66.42,62.35,68.11,1010,75,1010,1007,26-Aug-2025 06:06:37
65.64,65.28,61.68,67.08,1010,72,1010,1007,26-Aug-2025 07:03:04
64.45,63.93,60.26,65.95,1011,71,1011,1007,26-Aug-2025 07:59:47
62.24,61.68,57.72,64.45,1011,75,1011,1008,26-Aug-2025 09:08:47
61.75,61.16,57.72,63.95,1012,75,1012,1008,26-Aug-2025 09:59:48
62.24,61.68,57.72,64.08,1012,75,1012,1009,26-Aug-2025 11:03:11
64.4,63.82,62.15,66.22,1013,70,1013,1009,26-Aug-2025 12:00:00
68.38,67.84,65.14,70.34,1013,62,1013,1010,26-Aug-2025 13:09:29
71.02,70.47,68.5,73.51,1013,56,1013,1010,26-Aug-2025 14:03:21
73.83,73.27,71.29,76.32,1013,50,1013,1010,26-Aug-2025 15:08:07
75.58,75.04,72.88,78.15,1013,47,1013,1010,26-Aug-2025 16:08:15
76.57,76.08,74.28,79,1013,46,1013,1009,26-Aug-2025 17:00:51
77.32,76.82,74.98,79.32,1013,44,1013,1009,26-Aug-2025 18:05:02
77.38,76.84,75.31,79.77,1013,43,1013,1009,26-Aug-2025 19:06:51
77.65,77.09,75,79.41,1013,42,1013,1009,26-Aug-2025 20:01:57
77.38,76.78,74.68,79.3,1014,42,1014,1010,26-Aug-2025 21:02:32
75.87,75.18,73.69,77.77,1014,43,1014,1010,26-Aug-2025 22:03:15
74.25,73.53,71.31,75.99,1014,46,1014,1010,26-Aug-2025 22:58:14
69.82,69.04,66,71.94,1015,54,1015,1011,27-Aug-2025 00:19:18
67.41,66.61,62.15,69.42,1015,59,1015,1012,27-Aug-2025 01:25:23
65.07,64.27,60.15,67.41,1016,64,1016,1012,27-Aug-2025 02:34:22
63.99,63.19,59.32,66.45,1015,66,1015,1012,27-Aug-2025 03:19:12
62.76,61.93,57.58,65.44,1015,68,1015,1012,27-Aug-2025 04:05:00
61.45,60.64,56.32,64.09,1015,71,1015,1012,27-Aug-2025 05:02:53
60.21,59.31,55.2,63.07,1015,72,1015,1012,27-Aug-2025 06:06:54
58.93,57.99,53.38,62.08,1015,74,1015,1012,27-Aug-2025 07:06:05
57.63,56.8,53.26,60.46,1015,79,1015,1012,27-Aug-2025 08:06:01
56.53,55.65,52.32,59.45,1015,80,1015,1011,27-Aug-2025 09:08:23
55.72,54.75,51.33,58.95,1015,80,1015,1012,27-Aug-2025 10:06:13
57.4,56.46,53.29,60.22,1015,77,1015,1012,27-Aug-2025 11:04:15
62.29,61.47,58.19,64.45,1016,69,1016,1012,27-Aug-2025 12:11:49
66.06,65.37,62.85,69.15,1016,64,1016,1012,27-Aug-2025 13:13:39
70.27,69.58,67.28,73.27,1015,55,1015,1012,27-Aug-2025 14:08:05
72.32,71.65,69.3,75.22,1015,51,1015,1011,27-Aug-2025 15:00:00
74.21,73.63,71.85,76.51,1015,49,1015,1011,27-Aug-2025 16:16:59
74.41,73.8,71.67,76.21,1015,48,1015,1011,27-Aug-2025 16:59:33
73.6,72.91,70.95,75.85,1015,48,1015,1011,27-Aug-2025 17:55:13
70.97,70.36,68.07,74.57,1014,55,1014,1010,27-Aug-2025 18:54:11
73.04,72.39,69.1,75.51,1014,50,1014,1010,27-Aug-2025 20:03:29
72.82,72.07,68.16,74.66,1014,48,1014,1010,27-Aug-2025 21:04:35
70.74,70,67.71,72.32,1015,53,1015,1011,27-Aug-2025 22:05:41
68.9,68.16,65.14,70.65,1015,57,1015,1011,27-Aug-2025 23:00:38
66.43,65.64,62.2,68.11,1016,61,1016,1012,28-Aug-2025 00:24:17
63.1,62.31,58.66,65.21,1018,68,1018,1014,28-Aug-2025 01:32:36
61.14,60.3,56.19,63.45,1018,71,1018,1014,28-Aug-2025 02:30:02
59.67,58.77,54.7,62.46,1017,73,1017,1014,28-Aug-2025 03:12:42
58.42,57.45,53.51,61.45,1018,74,1018,1015,28-Aug-2025 04:00:00
57.47,56.5,52.72,60.1,1019,76,1019,1015,28-Aug-2025 05:08:05
55.98,55.04,51.21,58.44,1019,80,1019,1015,28-Aug-2025 06:02:16
55.36,54.41,50.43,58.06,1019,81,1019,1015,28-Aug-2025 07:00:01
54.43,53.42,49.42,57.09,1019,82,1019,1015,28-Aug-2025 07:57:11
53.26,52.14,49.24,56.07,1019,82,1019,1015,28-Aug-2025 09:04:39
52.32,51.15,48.38,55.45,1019,83,1019,1016,28-Aug-2025 10:00:04
53.19,52.02,49.62,56.07,1020,81,1020,1016,28-Aug-2025 10:56:39
59.31,58.32,55.78,62.1,1020,72,1020,1016,28-Aug-2025 12:12:14
66.15,65.23,62.51,69.12,1021,59,1021,1016,28-Aug-2025 13:27:08
69.17,68.23,66.45,71.44,1020,52,1020,1016,28-Aug-2025 14:06:06
71.62,70.65,68.85,74.43,1020,46,1020,1016,28-Aug-2025 14:57:08
74.34,73.31,71.42,77.09,1020,39,1020,1015,28-Aug-2025 16:00:53
75.85,74.82,73.29,78.28,1019,36,1019,1015,28-Aug-2025 17:03:40
76.69,75.7,73.99,79.14,1018,35,1018,1014,28-Aug-2025 18:04:59
77.05,76.24,74.07,79.41,1018,38,1018,1013,28-Aug-2025 19:06:53
77.23,76.44,74.08,79.27,1017,38,1017,1013,28-Aug-2025 20:05:25
75.65,74.93,72.21,77.63,1017,43,1017,1012,28-Aug-2025 21:05:02
73.47,72.97,70.47,75.45,1017,52,1017,1013,28-Aug-2025 22:03:40
71.73,71.28,69.01,73.35,1017,57,1017,1013,28-Aug-2025 23:00:13
69.13,68.67,66,70.45,1018,62,1018,1014,29-Aug-2025 00:23:33
67.21,66.72,63.72,68.45,1018,66,1018,1014,29-Aug-2025 01:35:49
66.4,65.98,63,68.09,1018,69,1018,1014,29-Aug-2025 02:21:05
65.7,65.35,61.52,67.41,1017,72,1017,1014,29-Aug-2025 03:09:20
65.25,65.08,61.32,67.21,1017,77,1017,1014,29-Aug-2025 04:05:05
64.02,63.88,60.51,66.09,1017,80,1017,1013,29-Aug-2025 05:04:03
63.28,63.27,59.38,65.21,1016,84,1016,1013,29-Aug-2025 06:07:47
63.19,63.21,59.31,65.21,1016,85,1016,1012,29-Aug-2025 07:01:23
63.12,63.12,59.31,65.08,1016,85,1016,1012,29-Aug-2025 07:55:40
63.72,63.79,60.51,65.44,1016,85,1016,1012,29-Aug-2025 09:06:06
63.95,63.9,60.69,65.44,1016,82,1016,1012,29-Aug-2025 10:00:58
64.36,64.02,60.64,66.09,1016,75,1016,1012,29-Aug-2025 10:55:33
63.14,63.05,61.21,65.37,1016,83,1016,1012,29-Aug-2025 12:08:32
65.19,65.17,63.32,66.94,1016,80,1016,1012,29-Aug-2025 13:08:16
69.67,70.02,66.99,71.73,1015,78,1015,1011,29-Aug-2025 14:03:19
71.78,72.05,69.33,74.1,1015,72,1015,1011,29-Aug-2025 15:00:25
71.78,71.82,69.94,74.26,1015,67,1015,1011,29-Aug-2025 15:58:00
73.72,73.67,70.95,76.1,1014,61,1014,1010,29-Aug-2025 16:56:57
72.88,72.91,69.73,75.07,1013,65,1013,1009,29-Aug-2025 18:05:59
69.91,69.94,65.62,72.32,1013,71,1013,1009,29-Aug-2025 18:55:49
67.3,67.62,64.56,70.57,1013,83,1013,1009,29-Aug-2025 20:05:05
66.76,66.85,64.44,68.65,1013,79,1013,1009,29-Aug-2025 20:56:48
66.04,66.24,63.66,67.64,1013,83,1013,1009,29-Aug-2025 22:02:08
65.28,65.5,62.67,66.94,1013,85,1013,1009,29-Aug-2025 22:56:51
64.02,64.08,61.66,65.95,1012,84,1012,1009,30-Aug-2025 00:24:51
63.7,63.72,60.89,65.21,1013,84,1013,1009,30-Aug-2025 01:30:24
63.27,63.28,60.67,64.94,1013,85,1013,1009,30-Aug-2025 02:29:30
62.82,62.8,60.03,64.45,1013,85,1013,1009,30-Aug-2025 03:14:32
61.61,61.52,59.5,63.25,1013,86,1013,1009,30-Aug-2025 03:57:30
60.73,60.49,58.3,62.29,1013,85,1013,1009,30-Aug-2025 05:02:21
59.59,59.29,56.7,61.29,1012,86,1012,1008,30-Aug-2025 06:03:32
58.24,57.81,55.31,60.46,1013,86,1013,1009,30-Aug-2025 07:00:01
56.48,55.92,53.44,58.44,1013,87,1013,1009,30-Aug-2025 08:06:39
55.33,54.64,52.18,57.94,1013,87,1013,1009,30-Aug-2025 09:05:49
54.9,54.12,51.57,57.09,1013,86,1013,1009,30-Aug-2025 09:54:07
54.14,53.29,51.39,56.23,1014,86,1014,1010,30-Aug-2025 10:58:05
57.34,56.68,54.28,59.16,1015,83,1015,1010,30-Aug-2025 12:06:56
61.83,61.14,58.64,64.09,1015,73,1015,1011,30-Aug-2025 13:10:04
65.52,64.81,62.51,68.09,1015,65,1015,1011,30-Aug-2025 14:06:55
67.24,66.49,64.78,70.52,1015,60,1015,1011,30-Aug-2025 14:57:30
70.34,69.57,67.71,73.44,1015,53,1015,1011,30-Aug-2025 16:05:30
71.78,71.01,69.3,74.26,1015,50,1015,1011,30-Aug-2025 16:54:32
74.1,73.33,71.01,76.32,1015,45,1015,1010,30-Aug-2025 17:59:45
75.22,74.32,73,77.5,1014,40,1014,1010,30-Aug-2025 19:03:59
75.22,74.37,72.68,77.7,1014,41,1014,1010,30-Aug-2025 20:03:15
74.66,73.8,71.51,77.29,1014,42,1014,1010,30-Aug-2025 21:03:25
73.44,72.5,70.66,75.42,1015,43,1015,1011,30-Aug-2025 22:06:45
72.05,71.08,68.7,73.42,1015,45,1015,1012,30-Aug-2025 23:03:28
69.08,68.09,65.14,70.95,1016,51,1016,1013,31-Aug-2025 00:28:05
65.03,64.15,61.7,67.28,1018,62,1018,1014,31-Aug-2025 01:35:25
62.91,62.04,58.5,65.14,1018,67,1018,1015,31-Aug-2025 02:36:24
63.37,62.47,58.69,65.28,1018,65,1018,1015,31-Aug-2025 03:21:38
62.2,61.27,57.58,64.09,1018,67,1018,1015,31-Aug-2025 04:05:09
60.28,59.29,55.15,63,1019,70,1019,1015,31-Aug-2025 05:05:46
59.31,58.28,54.66,61.41,1019,71,1019,1015,31-Aug-2025 06:01:10
58.87,57.79,53.89,61.09,1019,71,1019,1015,31-Aug-2025 07:00:00
57.09,55.98,52.32,59.77,1020,74,1020,1015,31-Aug-2025 08:05:08
55.62,54.5,50.7,58.44,1020,77,1020,1015,31-Aug-2025 09:01:57
54.55,53.38,50.52,57.45,1020,78,1020,1016,31-Aug-2025 10:00:00
54.07,53.08,50.5,57.22,1021,83,1021,1017,31-Aug-2025 11:03:19
59.59,58.68,56.23,61.21,1021,73,1021,1017,31-Aug-2025 12:05:00
63.61,62.87,60.73,66.27,1022,68,1022,1018,31-Aug-2025 13:05:00
66.2,65.43,63.28,69.12,1022,62,1022,1018,31-Aug-2025 13:59:35
69.73,69.03,66.99,72.32,1022,56,1022,1018,31-Aug-2025 15:03:28
71.87,71.2,69.01,74.52,1022,52,1022,1018,31-Aug-2025 15:58:26
